Date,Open,High,Low,Close,Adj Close,Volume
1973-04-12,0.000000,4.875000,4.687500,4.843750,1.882265,64800
1973-04-13,0.000000,4.890625,4.812500,4.812500,1.870122,18400
1973-04-16,0.000000,4.812500,4.656250,4.687500,1.821548,52800
1973-04-17,0.000000,4.703125,4.687500,4.687500,1.821548,8000
1973-04-18,0.000000,4.687500,4.515625,4.562500,1.772973,16800
1973-04-19,0.000000,4.562500,4.500000,4.500000,1.748686,28000
1973-04-23,0.000000,4.593750,4.500000,4.500000,1.748686,27200
1973-04-24,0.000000,4.578125,4.531250,4.531250,1.760830,108800
1973-04-25,0.000000,4.484375,4.359375,4.359375,1.694040,56000
1973-04-26,0.000000,4.421875,4.328125,4.375000,1.700112,37600
1973-04-27,0.000000,4.390625,4.250000,4.250000,1.651537,54400
1973-04-30,0.000000,4.484375,4.171875,4.484375,1.742615,36800
1973-05-01,0.000000,4.515625,4.343750,4.406250,1.712255,111200
1973-05-02,0.000000,4.515625,4.359375,4.359375,1.694040,107200
1973-05-03,0.000000,4.375000,4.296875,4.296875,1.669753,63200
1973-05-04,0.000000,4.359375,4.312500,4.359375,1.694040,183200
1973-05-07,0.000000,4.359375,4.312500,4.312500,1.675824,36800
1973-05-08,0.000000,4.250000,4.187500,4.234375,1.645465,13600
1973-05-09,0.000000,4.234375,4.187500,4.234375,1.645465,16800
1973-05-10,0.000000,4.187500,4.109375,4.125000,1.602962,56000
1973-05-11,0.000000,4.218750,4.171875,4.187500,1.627249,23200
1973-05-14,0.000000,4.140625,4.093750,4.093750,1.590819,33600
1973-05-15,0.000000,4.078125,3.953125,4.000000,1.554387,38400
1973-05-16,0.000000,4.000000,3.937500,4.000000,1.554387,94400
1973-05-17,0.000000,3.984375,3.937500,3.937500,1.530100,11200
1973-05-18,0.000000,3.968750,3.890625,3.921875,1.524028,24000
1973-05-21,0.000000,3.921875,3.828125,3.875000,1.505813,64800
1973-05-22,0.000000,3.937500,3.781250,3.843750,1.493670,43200
1973-05-23,0.000000,3.890625,3.843750,3.875000,1.505813,37600
1973-05-24,0.000000,3.906250,3.812500,3.890625,1.511884,16000
1973-05-25,0.000000,4.046875,3.875000,3.984375,1.548315,57600
1973-05-29,0.000000,4.078125,3.953125,4.000000,1.554387,18400
1973-05-30,0.000000,3.984375,3.875000,3.875000,1.505813,19200
1973-05-31,0.000000,3.937500,3.843750,3.906250,1.517957,12000
1973-06-01,0.000000,3.875000,3.812500,3.875000,1.505813,19200
1973-06-04,0.000000,3.875000,3.812500,3.875000,1.505813,13600
1973-06-05,0.000000,3.890625,3.812500,3.812500,1.481526,16800
1973-06-06,0.000000,3.875000,3.843750,3.875000,1.505813,138400
1973-06-07,0.000000,3.812500,3.750000,3.765625,1.463310,36800
1973-06-08,0.000000,3.859375,3.812500,3.828125,1.487597,4800
1973-06-11,0.000000,3.843750,3.781250,3.781250,1.469383,23200
1973-06-12,0.000000,4.000000,3.828125,3.953125,1.536172,11200
1973-06-13,0.000000,4.046875,4.000000,4.046875,1.572602,8800
1973-06-14,0.000000,4.046875,4.046875,4.046875,1.572602,4800
1973-06-15,0.000000,4.000000,3.875000,3.906250,1.517957,20800
1973-06-18,0.000000,3.875000,3.796875,3.796875,1.475454,26400
1973-06-19,0.000000,3.750000,3.718750,3.734375,1.451167,80800
1973-06-20,0.000000,3.765625,3.687500,3.718750,1.445094,26400
1973-06-21,0.000000,3.687500,3.671875,3.671875,1.426880,5600
1973-06-22,0.000000,3.750000,3.656250,3.656250,1.420807,30400
1973-06-25,0.000000,3.796875,3.687500,3.718750,1.445094,24800
1973-06-26,0.000000,3.765625,3.703125,3.765625,1.463310,12000
1973-06-27,0.000000,3.828125,3.703125,3.828125,1.487597,63200
1973-06-28,0.000000,3.937500,3.828125,3.890625,1.511884,31200
1973-06-29,0.000000,4.140625,3.937500,4.109375,1.596890,22400
1973-07-02,0.000000,4.156250,4.062500,4.125000,1.602962,23200
1973-07-03,0.000000,4.171875,4.125000,4.171875,1.621177,47200
1973-07-05,0.000000,4.546875,4.250000,4.546875,1.766901,40000
1973-07-06,0.000000,4.625000,4.531250,4.578125,1.779045,57600
1973-07-09,0.000000,4.531250,4.390625,4.390625,1.706183,24800
1973-07-10,0.000000,4.468750,4.390625,4.437500,1.724399,20800
1973-07-11,0.000000,4.625000,4.437500,4.515625,1.754759,32800
1973-07-12,0.000000,4.500000,4.406250,4.484375,1.742615,15200
1973-07-13,0.000000,4.500000,4.453125,4.468750,1.736542,46400
1973-07-16,0.000000,4.609375,4.484375,4.609375,1.791188,185600
1973-07-17,0.000000,4.750000,4.625000,4.750000,1.845834,34400
1973-07-18,0.000000,4.750000,4.718750,4.750000,1.845834,56000
1973-07-19,0.000000,4.812500,4.750000,4.812500,1.870122,11200
1973-07-20,0.000000,4.875000,4.796875,4.843750,1.882265,119200
1973-07-23,0.000000,4.875000,4.734375,4.796875,1.864050,30400
1973-07-24,0.000000,4.812500,4.750000,4.812500,1.870122,39200
1973-07-25,0.000000,4.828125,4.750000,4.750000,1.845834,9600
1973-07-26,0.000000,4.765625,4.687500,4.703125,1.827619,37600
1973-07-27,0.000000,4.750000,4.703125,4.718750,1.833692,10400
1973-07-30,0.000000,4.781250,4.625000,4.640625,1.803333,35200
1973-07-31,0.000000,4.718750,4.625000,4.718750,1.833692,16800
1973-08-01,0.000000,4.687500,4.625000,4.625000,1.797260,64800
1973-08-02,0.000000,4.687500,4.671875,4.687500,1.821548,6400
1973-08-03,0.000000,4.687500,4.593750,4.656250,1.809404,18400
1973-08-06,0.000000,4.703125,4.578125,4.578125,1.779045,12000
1973-08-07,0.000000,4.609375,4.546875,4.593750,1.785117,6400
1973-08-08,0.000000,4.656250,4.593750,4.593750,1.785117,91200
1973-08-09,0.000000,4.625000,4.562500,4.625000,1.797260,11200
1973-08-10,0.000000,4.625000,4.593750,4.593750,1.785117,6400
1973-08-13,0.000000,4.593750,4.515625,4.546875,1.766901,37600
1973-08-14,0.000000,4.625000,4.593750,4.625000,1.797260,25600
1973-08-15,0.000000,4.625000,4.625000,4.625000,1.797260,11200
1973-08-16,0.000000,4.625000,4.593750,4.593750,1.785117,9600
1973-08-17,4.593750,4.593750,4.593750,4.593750,1.785117,0
1973-08-20,0.000000,4.609375,4.531250,4.562500,1.772973,13600
1973-08-21,0.000000,4.546875,4.515625,4.531250,1.760830,4000
1973-08-22,0.000000,4.500000,4.500000,4.500000,1.748686,1600
1973-08-23,0.000000,4.500000,4.500000,4.500000,1.748686,8000
1973-08-24,0.000000,4.687500,4.531250,4.640625,1.803333,54400
1973-08-27,0.000000,4.734375,4.640625,4.734375,1.839763,5600
1973-08-28,0.000000,4.906250,4.718750,4.906250,1.906553,24000
1973-08-29,0.000000,5.265625,4.921875,5.187500,2.015846,102400
1973-08-30,0.000000,5.312500,5.187500,5.187500,2.015846,15200
1973-08-31,0.000000,5.187500,5.031250,5.125000,1.991558,28000
1973-09-04,0.000000,5.406250,5.093750,5.359375,2.082635,32000
1973-09-05,0.000000,5.578125,5.375000,5.546875,2.155497,262400
1973-09-06,0.000000,5.625000,5.437500,5.625000,2.185857,50400
1973-09-07,0.000000,5.625000,5.531250,5.562500,2.161570,13600
1973-09-10,0.000000,5.625000,5.578125,5.625000,2.185857,16000
1973-09-11,0.000000,5.750000,5.625000,5.750000,2.234431,55200
1973-09-12,0.000000,5.718750,5.703125,5.718750,2.222290,4000
1973-09-13,0.000000,5.718750,5.671875,5.703125,2.216216,11200
1973-09-14,0.000000,5.718750,5.578125,5.703125,2.216216,29600
1973-09-17,0.000000,6.000000,5.734375,5.953125,2.313366,76000
1973-09-18,0.000000,6.046875,5.937500,6.015625,2.337653,9600
1973-09-19,0.000000,6.140625,6.015625,6.140625,2.386229,60800
1973-09-20,0.000000,6.218750,6.125000,6.218750,2.416588,23200
1973-09-21,0.000000,6.250000,6.125000,6.125000,2.380156,410400
1973-09-24,0.000000,6.171875,5.906250,5.906250,2.295150,21600
1973-09-25,0.000000,6.000000,5.906250,6.000000,2.331580,60000
1973-09-26,0.000000,6.031250,5.890625,6.000000,2.331580,51200
1973-09-27,0.000000,5.953125,5.812500,5.875000,2.283006,16000
1973-09-28,0.000000,5.906250,5.843750,5.906250,2.295150,40000
1973-10-01,0.000000,5.921875,5.781250,5.781250,2.246577,12000
1973-10-02,0.000000,5.921875,5.796875,5.875000,2.283006,25600
1973-10-03,0.000000,5.937500,5.828125,5.906250,2.295150,63200
1973-10-04,0.000000,6.078125,5.875000,6.078125,2.361941,84000
1973-10-05,0.000000,6.109375,6.031250,6.046875,2.349798,34400
1973-10-08,0.000000,6.000000,5.937500,6.000000,2.331580,7200
1973-10-09,0.000000,6.109375,6.046875,6.078125,2.361941,17600
1973-10-10,0.000000,6.093750,5.968750,6.046875,2.349798,14400
1973-10-11,0.000000,6.093750,6.031250,6.093750,2.368011,38400
1973-10-12,0.000000,6.078125,6.000000,6.000000,2.331580,73600
1973-10-15,0.000000,6.000000,5.828125,5.828125,2.264790,19200
1973-10-16,0.000000,5.781250,5.625000,5.703125,2.216216,37600
1973-10-17,0.000000,5.687500,5.500000,5.500000,2.137283,60000
1973-10-18,0.000000,5.375000,5.250000,5.343750,2.076564,68800
1973-10-19,0.000000,5.484375,5.375000,5.406250,2.100851,68800
1973-10-22,0.000000,5.359375,5.265625,5.312500,2.064422,59200
1973-10-23,0.000000,5.375000,5.250000,5.375000,2.088708,51200
1973-10-24,0.000000,5.312500,5.125000,5.218750,2.027989,84000
1973-10-25,0.000000,5.203125,5.125000,5.171875,2.009773,35200
1973-10-26,0.000000,5.125000,5.062500,5.125000,1.991558,93600
1973-10-29,0.000000,5.218750,5.156250,5.156250,2.003704,8800
1973-10-30,0.000000,5.171875,5.125000,5.125000,1.991558,20000
1973-10-31,0.000000,5.140625,5.062500,5.109375,1.985488,23200
1973-11-01,0.000000,5.140625,5.062500,5.125000,1.991558,9600
1973-11-02,0.000000,5.140625,5.062500,5.062500,1.967272,16800
1973-11-05,0.000000,5.078125,5.062500,5.078125,1.973343,4800
1973-11-06,0.000000,5.109375,5.015625,5.015625,1.949057,38400
1973-11-07,0.000000,5.046875,4.906250,4.906250,1.906553,22400
1973-11-08,0.000000,4.937500,4.812500,4.937500,1.918696,436000
1973-11-09,0.000000,4.937500,4.812500,4.812500,1.870122,28000
1973-11-12,0.000000,4.750000,4.515625,4.656250,1.809404,32000
1973-11-13,0.000000,4.625000,4.453125,4.484375,1.742615,40000
1973-11-14,0.000000,4.468750,4.234375,4.234375,1.645465,40000
1973-11-15,0.000000,4.343750,4.281250,4.343750,1.687969,113600
1973-11-16,0.000000,4.750000,4.375000,4.625000,1.797260,34400
1973-11-19,0.000000,4.687500,4.578125,4.578125,1.779045,86400
1973-11-20,0.000000,4.515625,4.140625,4.218750,1.639393,32800
1973-11-21,0.000000,4.328125,4.187500,4.328125,1.681895,9600
1973-11-23,0.000000,4.390625,4.281250,4.281250,1.663681,24800
1973-11-26,0.000000,4.406250,4.265625,4.265625,1.657609,33600
1973-11-27,0.000000,4.281250,4.046875,4.125000,1.602962,24800
1973-11-28,0.000000,4.187500,4.125000,4.156250,1.615106,12800
1973-11-29,0.000000,4.281250,4.187500,4.281250,1.663681,8800
1973-11-30,0.000000,4.265625,4.156250,4.250000,1.651537,16000
1973-12-03,0.000000,4.250000,4.125000,4.218750,1.639393,23200
1973-12-04,0.000000,4.343750,4.265625,4.281250,1.663681,73600
1973-12-05,0.000000,4.375000,4.296875,4.375000,1.700112,124800
1973-12-06,0.000000,4.390625,4.328125,4.375000,1.700112,9600
1973-12-07,0.000000,4.531250,4.406250,4.531250,1.760830,24800
1973-12-10,0.000000,4.437500,4.375000,4.375000,1.700112,25600
1973-12-11,0.000000,4.375000,4.218750,4.218750,1.639393,32000
1973-12-12,0.000000,4.218750,4.125000,4.218750,1.639393,36800
1973-12-13,0.000000,4.250000,4.171875,4.171875,1.621177,4800
1973-12-14,0.000000,4.203125,4.109375,4.203125,1.633322,12000
1973-12-17,0.000000,4.125000,3.953125,3.953125,1.536172,35200
1973-12-18,0.000000,3.984375,3.890625,3.984375,1.548315,25600
1973-12-19,0.000000,4.218750,3.921875,4.140625,1.609034,147200
1973-12-20,0.000000,4.187500,4.125000,4.187500,1.627249,3200
1973-12-21,0.000000,4.281250,4.187500,4.234375,1.645465,95200
1973-12-24,0.000000,4.234375,4.125000,4.125000,1.602962,13600
1973-12-26,0.000000,4.156250,4.062500,4.093750,1.590819,15200
1973-12-27,0.000000,4.125000,4.062500,4.062500,1.578674,199200
1973-12-28,0.000000,3.984375,3.906250,3.906250,1.517957,153600
1973-12-31,0.000000,3.968750,3.921875,3.921875,1.524028,9600
1974-01-02,0.000000,4.000000,3.921875,3.953125,1.536172,130400
1974-01-03,0.000000,4.156250,4.015625,4.125000,1.602962,92000
1974-01-04,0.000000,4.421875,4.187500,4.343750,1.687969,164000
1974-01-07,0.000000,4.437500,4.296875,4.437500,1.724399,15200
1974-01-08,0.000000,4.468750,4.375000,4.437500,1.724399,15200
1974-01-09,0.000000,4.375000,4.375000,4.375000,1.700112,800
1974-01-10,0.000000,4.437500,4.375000,4.375000,1.700112,6400
1974-01-11,0.000000,4.375000,4.312500,4.312500,1.675824,4000
1974-01-14,0.000000,4.218750,4.125000,4.125000,1.602962,23200
1974-01-15,0.000000,4.156250,4.125000,4.156250,1.615106,16000
1974-01-16,0.000000,4.171875,4.140625,4.140625,1.609034,9600
1974-01-17,0.000000,4.187500,4.171875,4.187500,1.627249,6400
1974-01-18,0.000000,4.156250,4.093750,4.093750,1.590819,3200
1974-01-21,0.000000,4.140625,4.078125,4.093750,1.590819,7200
1974-01-22,0.000000,4.125000,4.078125,4.078125,1.584746,13600
1974-01-23,0.000000,4.156250,4.125000,4.125000,1.602962,21600
1974-01-24,0.000000,4.125000,4.078125,4.078125,1.584746,12800
1974-01-25,0.000000,4.093750,4.062500,4.093750,1.590819,20800
1974-01-28,0.000000,4.203125,4.125000,4.203125,1.633322,4800
1974-01-29,0.000000,4.281250,4.203125,4.281250,1.663681,9600
1974-01-30,0.000000,4.437500,4.343750,4.437500,1.724399,12800
1974-01-31,0.000000,4.421875,4.359375,4.421875,1.718327,16000
1974-02-01,0.000000,4.437500,4.375000,4.406250,1.712255,6400
1974-02-04,0.000000,4.359375,4.312500,4.312500,1.675824,1600
1974-02-05,0.000000,4.328125,4.156250,4.156250,1.615106,7200
1974-02-06,0.000000,4.156250,4.125000,4.125000,1.602962,2400
1974-02-07,0.000000,4.343750,4.078125,4.343750,1.687969,51200
1974-02-08,0.000000,4.312500,4.234375,4.312500,1.675824,18400
1974-02-11,0.000000,4.265625,4.125000,4.125000,1.602962,10400
1974-02-12,0.000000,4.250000,4.156250,4.250000,1.651537,7200
1974-02-13,0.000000,4.234375,4.187500,4.187500,1.627249,11200
1974-02-14,0.000000,4.187500,4.125000,4.125000,1.602962,9600
1974-02-15,0.000000,4.125000,4.125000,4.125000,1.602962,1600
1974-02-19,0.000000,4.156250,4.125000,4.125000,1.602962,3200
1974-02-20,0.000000,4.187500,4.187500,4.187500,1.627249,2400
1974-02-21,0.000000,4.250000,4.187500,4.250000,1.651537,12800
1974-02-22,0.000000,4.359375,4.250000,4.359375,1.694040,9600
1974-02-25,0.000000,4.312500,4.250000,4.250000,1.651537,8000
1974-02-26,0.000000,4.312500,4.250000,4.312500,1.675824,4000
1974-02-27,0.000000,4.312500,4.265625,4.296875,1.669753,8800
1974-02-28,0.000000,4.296875,4.250000,4.250000,1.651537,7200
1974-03-01,0.000000,4.281250,4.250000,4.281250,1.663681,2400
1974-03-04,0.000000,4.296875,4.234375,4.281250,1.663681,16000
1974-03-05,0.000000,4.312500,4.265625,4.312500,1.675824,5600
1974-03-06,0.000000,4.328125,4.312500,4.312500,1.675824,14400
1974-03-07,0.000000,4.328125,4.328125,4.328125,1.681895,800
1974-03-08,0.000000,4.375000,4.328125,4.375000,1.700112,11200
1974-03-11,0.000000,4.437500,4.375000,4.437500,1.724399,17600
1974-03-12,0.000000,4.562500,4.500000,4.531250,1.760830,25600
1974-03-13,0.000000,4.625000,4.546875,4.625000,1.797260,20000
1974-03-14,0.000000,4.718750,4.609375,4.609375,1.791188,18400
1974-03-15,0.000000,4.578125,4.531250,4.531250,1.760830,11200
1974-03-18,0.000000,4.578125,4.546875,4.578125,1.779045,8000
1974-03-19,0.000000,4.515625,4.375000,4.375000,1.700112,21600
1974-03-20,0.000000,4.375000,4.328125,4.343750,1.687969,16800
1974-03-21,0.000000,4.312500,4.250000,4.250000,1.651537,16000
1974-03-22,0.000000,4.265625,4.218750,4.218750,1.639393,14400
1974-03-25,0.000000,4.203125,4.187500,4.203125,1.633322,16000
1974-03-26,0.000000,4.187500,4.171875,4.187500,1.627249,4000
1974-03-27,0.000000,4.156250,4.156250,4.156250,1.615106,3200
1974-03-28,0.000000,4.171875,4.156250,4.171875,1.621177,8800
1974-03-29,0.000000,4.187500,4.046875,4.187500,1.627249,34400
1974-04-01,0.000000,4.218750,4.125000,4.218750,1.639393,11200
1974-04-02,0.000000,4.250000,4.250000,4.250000,1.651537,800
1974-04-03,0.000000,4.218750,4.171875,4.171875,1.621177,10400
1974-04-04,0.000000,4.218750,4.171875,4.218750,1.639393,31200
1974-04-05,0.000000,4.234375,4.203125,4.234375,1.645465,3200
1974-04-08,0.000000,4.203125,4.203125,4.203125,1.633322,5600
1974-04-09,0.000000,4.218750,4.203125,4.203125,1.633322,8800
1974-04-10,4.203125,4.203125,4.203125,4.203125,1.633322,0
1974-04-11,0.000000,4.218750,4.140625,4.140625,1.609034,7200
1974-04-15,0.000000,4.187500,4.125000,4.125000,1.602962,9600
1974-04-16,0.000000,4.125000,4.078125,4.109375,1.596890,23200
1974-04-17,0.000000,4.156250,4.125000,4.156250,1.615106,8800
1974-04-18,0.000000,4.203125,4.156250,4.187500,1.627249,8800
1974-04-19,0.000000,4.203125,4.093750,4.093750,1.590819,11200
1974-04-22,0.000000,4.093750,4.046875,4.093750,1.590819,13600
1974-04-23,0.000000,4.093750,4.046875,4.046875,1.572602,8000
1974-04-24,0.000000,4.031250,3.984375,4.015625,1.560460,153600
1974-04-25,0.000000,4.046875,3.968750,3.968750,1.542243,5600
1974-04-26,0.000000,3.953125,3.875000,3.875000,1.505813,9600
1974-04-29,0.000000,3.906250,3.875000,3.906250,1.517957,8800
1974-04-30,0.000000,4.015625,3.937500,4.015625,1.560460,12800
1974-05-01,0.000000,4.062500,4.015625,4.062500,1.578674,4800
1974-05-02,0.000000,4.171875,4.062500,4.171875,1.621177,11200
1974-05-03,0.000000,4.281250,4.171875,4.234375,1.645465,8000
1974-05-06,0.000000,4.187500,4.156250,4.156250,1.615106,2400
1974-05-07,0.000000,4.218750,4.171875,4.171875,1.621177,22400
1974-05-08,4.171875,4.171875,4.171875,4.171875,1.621177,0
1974-05-09,0.000000,4.171875,4.125000,4.171875,1.621177,6400
1974-05-10,0.000000,4.171875,4.078125,4.078125,1.584746,5600
1974-05-13,0.000000,4.000000,3.953125,3.953125,1.536172,8000
1974-05-14,0.000000,3.937500,3.906250,3.937500,1.530100,7200
1974-05-15,0.000000,3.984375,3.921875,3.921875,1.524028,4800
1974-05-16,0.000000,3.953125,3.921875,3.921875,1.524028,4800
1974-05-17,0.000000,3.906250,3.890625,3.906250,1.517957,24800
1974-05-20,0.000000,3.937500,3.921875,3.937500,1.530100,2400
1974-05-21,0.000000,3.953125,3.906250,3.906250,1.517957,4000
1974-05-22,0.000000,3.937500,3.875000,3.875000,1.505813,3200
1974-05-23,0.000000,3.843750,3.812500,3.812500,1.481526,4000
1974-05-24,0.000000,3.812500,3.812500,3.812500,1.481526,2400
1974-05-28,0.000000,3.812500,3.812500,3.812500,1.481526,8800
1974-05-29,0.000000,3.796875,3.765625,3.765625,1.463310,5600
1974-05-30,0.000000,3.750000,3.703125,3.718750,1.445094,11200
1974-05-31,0.000000,3.750000,3.718750,3.734375,1.451167,3200
1974-06-03,0.000000,3.796875,3.750000,3.796875,1.475454,2400
1974-06-04,0.000000,3.937500,3.828125,3.906250,1.517957,27200
1974-06-05,0.000000,4.062500,3.890625,4.062500,1.578674,36800
1974-06-06,0.000000,4.062500,4.031250,4.062500,1.578674,2400
1974-06-07,0.000000,4.187500,4.093750,4.125000,1.602962,11200
1974-06-10,0.000000,4.171875,4.125000,4.171875,1.621177,20000
1974-06-11,0.000000,4.187500,4.156250,4.171875,1.621177,17600
1974-06-12,0.000000,4.140625,4.125000,4.125000,1.602962,83200
1974-06-13,4.125000,4.125000,4.125000,4.125000,1.602962,0
1974-06-14,0.000000,4.062500,4.000000,4.000000,1.554387,6400
1974-06-17,0.000000,4.000000,4.000000,4.000000,1.554387,1600
1974-06-18,0.000000,3.953125,3.906250,3.906250,1.517957,84800
1974-06-19,0.000000,3.906250,3.875000,3.875000,1.505813,103200
1974-06-20,0.000000,3.828125,3.781250,3.781250,1.469383,4800
1974-06-21,3.781250,3.781250,3.781250,3.781250,1.469383,0
1974-06-24,0.000000,3.828125,3.796875,3.828125,1.487597,8800
1974-06-25,0.000000,3.875000,3.875000,3.875000,1.505813,10400
1974-06-26,0.000000,3.875000,3.843750,3.843750,1.493670,30400
1974-06-27,0.000000,3.875000,3.781250,3.875000,1.505813,12000
1974-06-28,0.000000,3.937500,3.906250,3.937500,1.530100,2400
1974-07-01,0.000000,4.031250,3.984375,4.031250,1.566532,4000
1974-07-02,0.000000,4.000000,3.937500,3.937500,1.530100,14400
1974-07-03,0.000000,3.968750,3.937500,3.937500,1.530100,6400
1974-07-05,0.000000,3.937500,3.843750,3.843750,1.493670,123200
1974-07-08,0.000000,3.781250,3.734375,3.781250,1.469383,8000
1974-07-09,0.000000,3.828125,3.812500,3.828125,1.487597,8000
1974-07-10,0.000000,3.812500,3.656250,3.671875,1.426880,103200
1974-07-11,0.000000,3.718750,3.640625,3.718750,1.445094,6400
1974-07-12,0.000000,3.750000,3.750000,3.750000,1.457238,20000
1974-07-15,0.000000,3.828125,3.750000,3.781250,1.469383,10400
1974-07-16,0.000000,3.750000,3.750000,3.750000,1.457238,800
1974-07-17,0.000000,3.765625,3.734375,3.765625,1.463310,16800
1974-07-18,0.000000,3.796875,3.734375,3.734375,1.451167,10400
1974-07-19,0.000000,3.796875,3.734375,3.750000,1.457238,4800
1974-07-22,0.000000,3.718750,3.625000,3.640625,1.414736,10400
1974-07-23,0.000000,3.625000,3.531250,3.531250,1.372233,21600
1974-07-24,0.000000,3.515625,3.437500,3.500000,1.360088,235200
1974-07-25,0.000000,3.578125,3.546875,3.578125,1.390448,6400
1974-07-26,0.000000,3.578125,3.500000,3.515625,1.366160,4800
1974-07-29,0.000000,3.453125,3.343750,3.343750,1.299371,7200
1974-07-30,0.000000,3.375000,3.343750,3.343750,1.299371,3200
1974-07-31,0.000000,3.218750,3.187500,3.187500,1.238653,14400
1974-08-01,0.000000,3.156250,3.062500,3.125000,1.214366,35200
1974-08-02,0.000000,3.218750,3.125000,3.218750,1.250797,5600
1974-08-05,0.000000,3.218750,3.218750,3.218750,1.250797,1600
1974-08-06,0.000000,3.187500,3.125000,3.171875,1.232580,23200
1974-08-07,0.000000,3.250000,3.171875,3.250000,1.262940,200000
1974-08-08,0.000000,3.375000,3.312500,3.375000,1.311514,24800
1974-08-09,0.000000,3.375000,3.343750,3.343750,1.299371,9600
1974-08-12,0.000000,3.359375,3.312500,3.312500,1.287227,6400
1974-08-13,0.000000,3.328125,3.328125,3.328125,1.293299,800
1974-08-14,0.000000,3.281250,3.265625,3.265625,1.269012,6400
1974-08-15,0.000000,3.281250,3.250000,3.250000,1.262940,52800
1974-08-16,0.000000,3.234375,3.203125,3.234375,1.256868,11200
1974-08-19,0.000000,3.234375,3.234375,3.234375,1.256868,6400
1974-08-20,0.000000,3.312500,3.265625,3.281250,1.275085,16000
1974-08-21,0.000000,3.312500,3.312500,3.312500,1.287227,9600
1974-08-22,0.000000,3.312500,3.265625,3.265625,1.269012,2400
1974-08-23,0.000000,3.359375,3.218750,3.359375,1.305443,18400
1974-08-26,0.000000,3.343750,3.312500,3.343750,1.299371,1600
1974-08-27,0.000000,3.375000,3.375000,3.375000,1.311514,4800
1974-08-28,0.000000,3.437500,3.375000,3.375000,1.311514,10400
1974-08-29,0.000000,3.312500,3.062500,3.156250,1.226509,30400
1974-08-30,0.000000,3.468750,3.375000,3.468750,1.347945,54400
1974-09-03,0.000000,3.593750,3.468750,3.468750,1.347945,13600
1974-09-04,0.000000,3.406250,3.250000,3.328125,1.293299,126400
1974-09-05,0.000000,3.328125,3.281250,3.281250,1.275085,4000
1974-09-06,0.000000,3.406250,3.203125,3.406250,1.323658,24000
1974-09-09,0.000000,3.390625,3.281250,3.281250,1.275085,8000
1974-09-10,0.000000,3.281250,3.218750,3.218750,1.250797,9600
1974-09-11,0.000000,3.218750,3.187500,3.187500,1.238653,11200
1974-09-12,0.000000,3.234375,3.031250,3.031250,1.177934,18400
1974-09-13,0.000000,2.984375,2.890625,2.890625,1.123288,12800
1974-09-16,0.000000,3.000000,2.937500,2.937500,1.141503,12000
1974-09-17,0.000000,3.000000,2.921875,3.000000,1.165790,20000
